id,Canonical SMILES,Eat
2912,CC1CCCC(C1)C2CCCC(C2)C,-16.317948199999876
2913,CC1(CCC(C2C1CC(C2)(C)C)(C)C)C,-17.513821539999867
2914,CN1CCC2=C(C1)C=CC(=C2)OC,-12.263780049999951
2915,CCN(CCCCO)N=O,-9.556420539999948
2916,CCN(CCCC(=O)O)N=O,-9.490592609999965
2917,C1=CSC(=C1)C(=O)C2=CC3=C(C=C2)NC(=O)O3,-11.91803114999999
2918,CC(C1=CC2=C(C=C1)NC(=O)O2)O,-10.245142219999993
2919,CCC(C1=CC2=C(C=C1)NC(=O)O2)O,-11.449576839999963
2920,C1=CC=C(C=C1)C(C2=CC3=C(C=C2)NC(=O)O3)O,-14.046392989999958
2921,CC(=O)C1=CC2=C(C=C1)N(C(=O)O2)C,-10.913153189999974
2922,CCOC(=O)NC1=CC=CO1,-8.898585929999967
2923,CC1(SCCS1)C2=CNC3=CC=CC=C32,-12.550758539999975
2924,CC(C)(C)C(C)(C)CC1=CC=C(C=C1)O,-15.60083318999989
2925,CCC1CCCCC1CC2CCCCC2,-17.512977109999866
2926,CC(C)N(CCN1C(=O)CCCC2=CC=CC=C21)C(C)C,-20.948035289999893
2927,C1CC2=CC=CC=C2N(C(=O)C1)CC3=NCCN3,-15.994720649999977
2928,C1CCN(C1)CCN2C(=O)CCCC3=CC=CC=C32,-18.08443296999991
2929,CN(C)CCN1C(=O)CCCC2=CC=CC=C21,-16.221624129999952
2930,C1CC(=O)C2CC=CCC2C1=O,-10.623857029999954
2931,CCOC(=O)C#CC(=O)C1CCC1,-10.88848115999997
2932,C1CCCCCC(=O)OCCOC(=O)CCCC1,-17.495158159999903
2933,CC1CCCC2=C1OC3=C2C=NC=C3,-12.416220029999948
2934,C1=CC=C(C(=C1)C=CC#N)[N+](=O)[O-],-9.27764159999998
2935,CCCCC1C(CC(=O)O1)C,-11.155317949999926
2936,CC1CCCC2=C(C3=CC=CC=C3N=C12)C,-15.080840839999922
2937,C1=CC=C2C(=C1)C(=CN2)C(C3=CN=CC=C3)O,-14.009564749999951
2938,CC(=O)N(C1=CC=CC2=C1C3=CC=CC=C3C2)OC(=O)C,-17.029362309999954
2939,CC12CCCCCCC1CC(=O)C2,-13.73368391999992
2940,CC12CCCCCCC1CCC(=O)C2,-14.942007849999897
2941,CCOC(=O)C=CC(=O)O,-7.830843839999972
2942,CCCC(C)(C=C)O,-8.78125944999995
2943,C1CCC(CC1)NC=NC2CCCCC2,-16.2675848799999
2944,C1=CC2=CC3=C(C(=CC=C3)CN)N=C2C(=C1)CN,-15.664883069999943
2945,C1=CC(=C2C(=C1O)C(=CN2)CCN)O,-11.835918399999969
2946,C1=CC(=C2C(=C1O)C(=CN2)CCCN)O,-13.040241659999964
2947,C1CC(C1CS)N,-7.068138759999968
2948,C1=CC=C(C=C1)C(=CCN)C2=CC=CC=C2,-14.422767309999928
2949,CC1(CC2=C(O1)C(=CC=C2)OC(=O)N(C)SN(C)C)C,-17.282986709999932
2950,CC1(CC2=C(O1)C(=CC=C2)OC(=O)N(C)SN3CCOCC3)C,-19.542910249999977
2951,CC1=C(S(=O)(=O)CCS1(=O)=O)C,-8.827232580000015
2952,C(=CC(=O)O)C(O)O,-5.938424599999991
2953,CC(C)(C)CCCC=O,-10.02986249999995
2954,CC1CCCC2C1(CC(CC2=O)C(C)C)C,-17.381622079999886
2955,CC1CCCC2C1(CC(C(=O)C2)C(C)C)C,-17.3633142999999
2956,C1=CC=C2C(=C1)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],-12.04997745999998
2957,CC1CN(CC(N1N=O)C)N=O,-9.975623989999974
2958,C=CCN(CCO)CCO,-9.97734190999995
2959,CCOC(C#CC(=O)C)OCC,-10.79117335999996
2960,CC(C)CCC#CC(C)(C)C,-12.569285149999928
2961,C1CC2CC3C(C2C1)O3,-8.847653089999966
2962,CC1(C2=CC=CC=C2NC1=O)N3CCCCC3,-15.694931969999914
2963,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2C=C(C#N)C#N,-15.53672634
2964,C1CC(CN(C1)N=O)O,-7.819236699999976
2965,CC1CCC(N1N=O)C,-8.602486639999938
2966,CC1CN(C(CN1N=O)C)N=O,-9.981498429999988
2967,C1CN(CCC1=O)N=O,-7.261004929999984
2968,C1CN(CC=C1)N=O,-6.805758139999966
2969,C1CN(CCC1O)N=O,-7.817010699999969
2970,CC1CN(CCN1N=O)N=O,-8.773615429999978
2971,C1CN(CCN(C1)N=O)N=O,-8.77546639999997
2972,COC(=O)C(C1CCCCN1N=O)C2=CC=CC=C2,-16.308406439999942
2973,C(CSCC(=O)O)C(C(=O)O)N,-9.552579879999996
2974,CC(=O)OC1=CC=CC=C1C=CC(=O)O,-11.646616869999946
2975,CCCCN(CC(CC)O)N=O,-11.956855379999922
2976,CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(C)O)O,-18.96461137999989
2977,CNCC(C1=CN(C2=CC=CC=C21)C)O,-13.784319259999933
2978,C1=CC=C2C(=C1)N=CN2CCN,-10.66739463999997
2979,CC1=CC(=C(C=C1)C)CC(C)C,-12.784852209999912
2980,CCC(=C)COC(=O)C,-8.694382609999934
2981,CC1CC=C(C2=C1C=CC(=C2)C)C,-12.88415608999992
2982,CC1=CC(=C(C(=C1C)CCC(=O)O)C)C,-14.342122209999928
2983,CC1C(C(=O)C=C1C)C,-8.925032959999982
2984,CC(C)NC(C)C(C1=CC=CC=C1)O,-14.020314889999923
2985,C1=CC=C2C(=C1)C3=C4C2=CC=C(C4=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],-15.167377680000016
2986,CC(=O)C(C=C)C1CCCCC1,-12.508810289999929
2987,CCOCC=CC(C)(C)C,-11.179974949999917
2988,CC=C(C)C(=O)OCCC1=CC=CC=C1,-13.718922839999948
2989,C(COC=CC(C(=O)O)N)N,-9.605195779999974
2990,CC(C)(CCCOC)O,-9.779489479999938
2991,CC1=CC(=NC(=N1)SCC(=O)O)C,-10.315250469999995
2992,CC(COC)OCCCN,-10.592179109999933
2993,CC1=CC(=C(O1)C)S,-6.781907669999981
2994,CC1=CC(=C(O1)C)SC(=O)CC(C)C,-12.692237089999937
2995,CCC(C)(C)C(=O)NC1=CC(=CC=C1)O,-13.982738559999945
2996,CCCCC(C)C(=O)NC1=CC(=CC=C1)O,-15.192376809999956
2997,C1=CC2=C(C=C(C=C2C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-11.69309505000001
2998,CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)O)O,-15.459231289999993
2999,C1CNCCC1CC2=CNC3=C2C=C(C=C3)O,-15.685404879999965
3000,CC(C)NNC(=O)C(CO)N,-10.593175549999955
3001,COC(=O)CC1=NC=CC2=CC=CC=C21,-12.306049529999967
3002,CC(CC1=CC=CC=C1)NC(=O)CN,-13.206435799999952
3003,CC(=O)NC(CCCN(C#N)N=O)C(=O)N,-12.84113984999999
3004,CCC1=CC(=C(C=C1)O)CN(C)C,-12.82717275999994
3005,CC(COC)OC(C)(C)O,-10.159082639999925
3006,CC(COC(C)COCC=C)O,-11.958095159999942
3007,C#CCC1CCCC=C1,-8.99006351999995
3008,CCCCCCC=CCC=C,-12.59356399999993
3009,COC(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],-11.571204690000002
3010,C1CCC(CC1)C2CCC(=O)CC2,-13.766105139999922
3011,C1=CC=C(C(=C1)C2=CC=CC=C2C(=O)C=O)C(=O)C=O,-14.722927649999974
3012,CCN(CCNS(=O)(=O)C)C1=CC(=C(C=C1)N=O)C,-16.139884139999936
3013,CCCC=CCOC,-8.76031124999993
3014,CCCC1C(O1)CC,-8.76873646999995
3015,CCCC(=CC(=O)CC1OCCO1)CCC,-15.7139623999999
3016,CCCC(CCC)(CCC)N,-13.447994899999884
3017,CCCC(CCC)(CC(C)C)N,-14.606270099999875
3018,CCCC(CC)(CC)N,-11.038678629999922
3019,CCCC(CC)(CCC)N,-12.240888979999935
3020,CCCC(CC)(CC(C)C)N,-13.408465789999894
3021,CCCC(C)CC(C)(CC)N,-13.442167599999893
3022,CCCCCC(C)(CCC)N,-13.45199221999988
3023,CCCCC(CC)(CCC)N,-13.447055349999886
3024,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,-14.662459769999884
3025,CC1=CC2=C(C=C1C)OCCCC2N,-13.503693149999918
3026,CC(C)NC1CCCOC2=CC=CC=C12,-14.66270236999992
3027,CC1=CC2=C(C=C1)OCCCC2NC(C)C,-15.873728359999916
3028,CCC1CC2=CC=CC=C2C1,-11.033650949999952
3029,CCCCC(C)(CC(C)C)N,-13.413883619999892
3030,CCCC(C)(CCC(C)C)N,-13.451046019999891
3031,CC(=NNC1=NN=CC2=CC=CC=C21)C,-12.680148169999969
3032,C1CNCCNCCNCCNCCNCCN1,-19.466723429999945
3033,CC1=C(C=CC(=C1N)[N+](=O)[O-])[N+](=O)[O-],-9.618116119999968
3034,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,-19.875870649999968
3035,CC(=O)NCC1=CC=C(C=C1)[N+](=O)[O-],-10.94767207999996
3036,CC1C2(CCCC(C2)N1C)C3=CC(=CC=C3)OC,-17.706963629999905
3037,CN1CC2(CCCC1C2)C3=CC(=CC=C3)OC,-16.50705279999994
3038,CN1CC2(CCCC1C2)C3=CC(=CC=C3)O,-15.334842049999937
3039,CCC1(CCC2=CC=CC=C21)C,-12.236076279999908
3040,CCCN(CCCC(=O)O)N=O,-10.696522779999952
3041,C1C(N1C(=O)N)C#N,-6.073772239999983
3042,CCCCNN=O,-6.811042579999963
3043,CC1=CC(=NN2C1=NN=C2)N3CCCCC3,-14.156672809999977
3044,CC(C)CC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-15.996602509999946
3045,C1C2COCC2CN1C(=O)C3=CC=CC=C3,-14.009826809999964
3046,CC(=O)NC1=C(C2=NC=CN=C2C(=C1)OC)OC,-14.376928229999976
3047,CCCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-14.884804859999974
3048,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)CC4=CC=CC=N4,-17.40481533999997
3049,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)CC4=CC=NC=C4,-17.40097714999996
3050,CC1=C(C(=C(N1)C2=CC=CC=C2)N(C)C)C(=O)C,-16.280318179999938
3051,CCN1C(=C(C(=C1C2=CC=CC=C2)N)C(=O)C)C,-16.333372509999947
3052,C1C(OC2=CC3=CC=CC=C3C=C2O1)CO,-13.01522319999998
3053,C1CC(CC2=CC=CC=C2C1)N,-11.894423609999931
3054,CNC1CCCC2=CC=CC=C2C1,-13.073116989999932
3055,CN(C)C1CCCC2=CC=CC=C2C1,-14.256701149999913
3056,CC1(CCCC2=CC=CC=C2C1)N,-13.101481449999907
3057,CC1(CCCC2=CC=CC=C2C1)NC,-14.262514039999928
3058,CC1(CCCC2=CC=CC=C2C1)N(C)C,-15.437991009999903
3059,CC(C)(C)C1=NNC(=O)N(C1=O)N,-11.024731519999987
3060,C(C(=O)O)N(CP(=O)(O)O)N=O,-7.944703679999975
3061,CC1=C(C=C(C=C1)C23CC4CC(C2)CC(C4)(C3)C(=O)O)C,-19.930680529999904
3062,CC1=CC=C(C=C1)C23CC4CC(C2)CC(C4)(C3)C(=O)O,-18.718254369999897
3063,CC1(CC2=CC=CC=C2C1O)O,-10.651545279999963
3064,CC1(C(NC(S1)C2=CC=CC=C2)C(=O)O)C,-13.686100279999948
3065,CCCCOCC(=O)O,-8.48836320999996
3066,C1CC(C=C1)(C2=CC=CC=C2)O,-10.828420199999954
3067,CC(C)C(C)C(C)C=C,-10.775860039999928
3068,C1=CC=C(C=C1)C2(C=CC(C=C2)N)C3=CC=CC=C3,-16.89769999999993
3069,C1CC(CC2C1N2)(C3=CC=CC=C3)C4=CC=CC=C4,-17.439991729999946
3070,CN(C)C(=O)C(C#C)(C1=CC=CC=C1)C2=CC=CC=C2,-17.231103339999947
3071,C1=CC=C(C=C1)C2(C3C=CC3C4C2C=C4)O,-13.755339199999952
3072,CC(C)C1C(=O)N(C(=O)N1)O,-9.073858249999972
3073,CC(C)CC1C(=O)N(C(=O)N1)O,-10.265762459999962
3074,CCCNN,-5.804168659999959
3075,CCC=CCC=CCCO,-10.591311679999931
3076,CNC(=O)OC1=CC=CC=C1NC(=O)OC,-12.776764929999956
3077,CC(=O)OCN(C)N=O,-7.055890329999983
3078,C1CCN(C1)C2=C(C(=O)OC3=CC=CC=C32)[N+](=O)[O-],-14.392771609999954
3079,CCC1=C(C(=CC(=C1)[N+](=O)[O-])C(=O)O)O,-10.96503617000002
3080,CCN(C1=CC=CC=C1)C(=O)OC(C)C,-13.96144303999995
3081,C1CCC(CC1)NC2=C(C(=O)OC3=CC=CC=C32)[N+](=O)[O-],-16.87533793999995
3082,C1=CC(=O)C(=CC=C1S(=O)(=O)O)O,-8.494562980000012
3083,COC1=C(C=CC(=C1)C2=CC=CC=C2)N,-13.03441006999995
3084,CCCCN(COC(=O)C)N=O,-10.677266389999971
3085,CCC(C)N(COC(=O)C)N=O,-10.646938469999952
3086,COC1=CC2=C(C=C1)NC=C2CC3=NCCN3,-14.75096304999994
3087,CC1=C(C2=C(N1)C=CC(=C2)OC)CC3=NCCN3,-15.971406309999963
3088,CC1=CC=CC=C1S(=O)N(C)C(=O)OC2=CC=CC3=C2OC(C3)(C)C,-20.676104899999984
3089,CC(=NC(C1=CC=CC=C1)C2=CC=CC=C2)N(C)C,-17.7041444299999
3090,CCCCN(C1=NC(=CO1)C)C(=O)C(C)C,-15.34133946999998
3091,CN1CCC(C(C1)C(=O)OC)C2=CC=CC=C2,-15.771478799999954
3092,CN1CCC(C(C1)C(=O)OC)C2=CC=CC=C2,-15.771494659999972
3093,CCOC(=O)C1CN(CCC1C2=CC=CC=C2)C,-17.000479779999978
3094,CNC(=NC)CC1=CC2=CC=CC=C2C=C1,-14.689854689999947
3095,CN1CC(C2=C(C1)C=CC(=C2)O)O,-11.492116089999968
3096,CCCC1(SCCS1)C,-8.97232866999994
3097,CC(=O)OC1=CC(=C(C=C1)O)OC,-10.283088099999986
3098,CN1C2CCC1CN(C2)C(=O)CC(=O)O,-13.389889609999956
3099,CN1CC2CCC(C1)N2C(=O)CC(=O)O,-13.396364529999971
3100,CC1(C(=O)CCC2C1(CCC(=O)C2)C)C,-14.820103869999912
3101,CC12CCCC(C1CCC3=CC=CC=C23)(C)C(=O)O,-18.03416904999989
3102,CC1CC2C(CC3(C1CC(OC3O)O)C)C(=C)C(=O)O2,-17.909460319999937
3103,CC=CC(=O)C1C(C=CCC1(C)C)C,-14.335069829999924
3104,CCNC(=O)OCC1C(=C(CN1C)OC)COC(=O)NCC,-19.826363409999946
3105,CN1C2CCC1C3C(C2)CC4=CC=CC=C4C3O,-17.169435309999926
3106,CC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC(C)N(C)C,-17.843706739999902
3107,CC1C(=O)N(C2=C(O1)C=CC(=C2)[N+](=O)[O-])CC(C)N(C)C,-17.643506439999953
3108,CCCN1CCC2=CC=CC=C2C1,-13.073222199999918
3109,CC1=CC=C(C=C1)C(C)(C(=O)OC(C)(C)C)N,-16.359545939999975
3110,C1=CC=C(C=C1)N=C2N=C(SS2)N,-9.48075541
3111,COC1=CC=CC=C1N=C2N=C(SS2)N,-11.067241579999973
3112,COC1=CC(=C(C=C1)NCCO)[N+](=O)[O-],-11.83227022999995
3113,CC(C)NCC(COC1=CC=C(C=C1)O)O,-14.851260529999934
3114,CN(C)CC1=CC2=C3N1C4=CC=CC=C4CCC3=CC=C2,-19.03779112999996
3115,COC1=CC=CC2=C1OCC(=C2)C=O,-11.09519629999997
3116,COC1=CC2=C(C=C1)OCC(=C2)C=O,-11.10786815999998
3117,CC1C(=CC2=CC=CC=C2O1)C=O,-10.72956788999997
3118,CC1C(=CC2=C(O1)C(=CC=C2)OC)C=O,-12.311398029999964
3119,CC(=O)C1=CC2=C(C(=CC=C2)OC)OC1,-12.305255839999973
3120,CC(=O)C1=CC2=C(C=CC(=C2)OC)OC1,-12.316992479999954
3121,CC(=O)C1=CC2=C(C=CC=C2OC)OC1,-12.312387919999992
3122,C1C(=CC2=CC=CC=C2O1)C#N,-9.374864629999962
3123,COC1=CC2=C(C=C1)OCC(=C2)C#N,-10.96943705999999
3124,COC1=CC=CC2=C1C=C(CO2)C#N,-10.96325951999998
3125,CC1C(=CC2=CC=CC=C2O1)C#N,-10.591584779999977
3126,CC1C(=CC2=C(O1)C(=CC=C2)OC)C#N,-12.173343989999978
3127,CC1C(=CC2=C(O1)C=CC(=C2)OC)C#N,-12.186279949999973
3128,CC1C(=CC2=C(O1)C=CC=C2OC)C#N,-12.180259139999976
3129,CC1C(=CC2=C(O1)C(=CC=C2)OC)[N+](=O)[O-],-12.240879399999985
3130,CC1C(=CC2=C(O1)C=CC(=C2)OC)[N+](=O)[O-],-12.253699679999954
3131,CC1C(=CC2=C(O1)C=C(C(=C2)C)C)[N+](=O)[O-],-13.085655949999987
3132,C1=CC=C(C=C1)C2C(=CC3=CC=CC=C3O2)[N+](=O)[O-],-14.455789429999982
3133,COC1=CC=CC2=C1OC(C(=C2)[N+](=O)[O-])C3=CC=CC=C3,-16.038737889999936
3134,CC1(C(=CC2=CC=CC=C2O1)[N+](=O)[O-])C,-11.84908908999995
3135,CC1(C(=CC2=C(O1)C=CC(=C2)OC)[N+](=O)[O-])C,-13.44368069999996
3136,CCCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC,-15.888335359999928
3137,CCCCC=NN(C)C=O,-9.961818709999932
3138,CC(C)CC=NN(C)C=O,-9.951979529999932
3139,CCCCCC=NN(C)C=O,-11.172295169999929
3140,C1CSC(N1)C(=O)O,-6.2404647599999805
3141,CCCCC=CC(C)O,-9.996105189999952
3142,COC(=O)C1=CC=CC=C1S(=O)(=O)N,-10.224308240000028
3143,C1=CC(=C(C=C1C(C(=O)O)N)O)C=O,-10.66415476000003
3144,C1CN2C(=CN=C2C3=NC=CN31)[N+](=O)[O-],-10.75094863000004
3145,C1CN2C=CN=C2C3=NC=C(N3C1)[N+](=O)[O-],-11.942135699999994
3146,CC(=O)OC1CCN2C(=CN=C2C3=NC=CN13)[N+](=O)[O-],-14.666497450000008
3147,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)COC,-17.798664509999924
3148,CC(C1CC2CCC1C2)NN,-11.900599539999916
3149,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],-14.137421940000024
3150,C1CC2CC(C1)CNC2,-9.916654359999924
3151,CC(N1C=CC2=CC=CC=C21)OCC#C,-12.88918930999995
3152,CN(C)C(=O)OC=C,-7.135604539999974
3153,C1=CC=C2C(=C1)C3=C(C2=O)N=CC=C3,-10.746840919999984
3154,C1C2N(C1=O)C(C(=CCO)O2)C(=O)O,-10.299359200000026
3155,C1CSC(=C(O1)C2=CC=CC=C2)C3=CC=CC=C3,-14.925463489999942
3156,COC1=C(C=CC(=C1)C=C(C#N)[N+](=O)[O-])O,-11.27209216
3157,C(C(C(=O)NN)N)S,-6.833281969999973
3158,C1=C(C2=NON=C2C(=C1)[N+](=O)[O-])N(CCO)CCO,-13.897536209999998
3159,C1=C(C2=NON=C2C(=C1)[N+](CCO)(CCO)[O-])[N+](=O)[O-],-14.097203100000002
3160,CCC(C)C1=CC=CC=C1OC(=O)N(C)N=O,-14.547585579999977
3161,CC(C)C1=CC=CC=C1OC(=O)N(C)N=O,-13.345131979999962
3162,CC1=C(C=C(C=C1)OC(=O)N(C)N=O)C,-12.151187539999968
3163,CC1=CC(=CC(=C1)OC(=O)N(C)N=O)C,-12.152346120000004
3164,CC1=CC(=CC=C1)OC(=O)N(C)N=O,-10.93916256
3165,C1=C(NC=C1[N+](=O)[O-])C2=CSC(=N2)NC=O,-10.619523060000006
3166,C1=C(N=C(S1)N)C2=CSC(=N2)N,-8.508426009999994
3167,CN(C)C1CCC2=CC=CC=C2C1OCC3=CC=CC=C3,-19.634891679999896
3168,CCC1=CC2=C(C=C1C=O)C(CCC2(C)C)(C)C,-18.12263738999991
3169,CCCC(C)NCCNC(C)CCC,-16.674018249999875
3170,CC1(C2CCC1(C(C2)O)CN(C)C)C,-15.033086369999891
3171,CC1(C2CCC1(C(C2)O)CN3CCCC3)C,-16.90502044999991
3172,CC1(C2CCC1(C(C2)O)CN3CCCCC3)C,-18.09331471999991
3173,CC1(C2CCC1(C(=O)C2)CN(C)C)C,-14.497866669999922
3174,CC1CC2=CC3=C(C=C2CN1)OCO3,-12.127968099999949
3175,CCCCN1CC2CC(C1)CN(C2)C,-15.547813039999909
3176,CC1CC(NC2=CC=CC=C2N1)C,-12.748031289999943
3177,C1COP2OCCN1CCO2,-9.448530579999982
3178,CC(CCOC(=O)C)CC(C)(C)C,-14.094902199999892
3179,CCN(C(C)OC(=O)C)N=O,-9.46243721999997
3180,CCC(C1=CC=CC=C1C(C)C)O,-13.185214509999923
3181,CC1=CC2=CC=CC3=C2C1=CC=C3,-11.21501276999996
3182,CC(C)(C)CCCOC(=O)C(C1=CC=CC=C1)N,-17.568953059999956
3183,CCN(CC)C(CCC(C)(C)C)C(=O)OCC,-18.525462279999942
3184,CN(C)CCC1=NC(=NO1)C2=CC=CC=C2,-14.045252699999963
3185,CC(C)(C1=CC=CC=C1)NC(=O)N,-12.024106959999957
3186,CC1CC2=C(O1)C=CC(=C2)C(=O)C,-11.322775199999969
3187,CCCC(C)CCC(=O)C,-11.253923259999908
3188,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=CC(=C4)N,-18.29530175999992
3189,C1CCC(CC1)NCC(=O)O,-10.805368889999954
3190,CCC(C)NCC(=O)O,-8.939376619999962
3191,C1=CC=C2C(=C1)C(=CC=C2N)C#N,-10.545480459999965
3192,CCCN(CCO)CCO,-10.582807439999923
3193,C1CNC(=C[N+](=O)[O-])SC1,-7.523626019999995
3194,CC1=C(C(=CC=C1)SC2=CC=CC=C2C(=O)O)C,-14.786169579999978
3195,C1=CC=C(C=C1)S(=O)(=O)C2=CC=CC=C2C(=O)O,-13.181527440000025
3196,CC1=C(C(=CC=C1)S(=O)(=O)C2=CC=CC=C2C(=O)O)C,-15.579874949999976
3197,CC(=C)CN(CCO)CCO,-11.194998979999925
3198,CC(=C(C(=O)O)OC)C,-7.900701399999974
3199,CC1=CC=C(C=C1)C(C)CCC(=O)O,-13.131298749999928
3200,CN1CCC=C(C1)C(=O)OCC=C,-11.986945239999956
3201,C(C(COCC(CO)O)O)O,-9.770812329999956
3202,CC1=C(C(=CN1)N)C(=O)C,-8.913519469999954
3203,CN1CCN(CC1)CC23CC4CC(C2)CC(C4)C3O,-19.577001459999902
3204,CC(=CCC(=O)C1=COC=C1)C,-10.57628625999996
3205,CCC1(C(=O)C2=CC=CC=C2C1=O)N(C)C(=O)C,-15.083262809999953
3206,COC1=CC=CC(=C1OC)CC2=NC=CC3=CC(=C(C=C32)OC)OC,-20.96241926999994
3207,CNC1=C(C(=O)OC2=CC=CC=C21)N,-11.318729789999992
3208,CCCCNC1=C(C(=O)OC2=CC=CC=C21)N,-14.925937699999963
3209,C1=CC=C(C=C1)NC2=C(C(=O)OC3=CC=CC=C32)N,-15.148473269999954
3210,C1CCN(C1)C2=C(C(=O)OC3=CC=CC=C32)N,-14.355473280000012
3211,C1COCCN1C2=C(C(=O)OC3=CC=CC=C32)N,-14.74566023999995
3212,C1=CC2=C(C=C1[N+](=O)[O-])N=CN2CCN,-11.677432890000006
3213,C1=CC2=C(C=C1[N+](=O)[O-])N(C=N2)CCN,-11.677396490000008
3214,CC(C1=CC=C(C=C1)N)C(=O)O,-10.37912762999997
3215,CCOC(=O)N1C2CCC1CN(C2)C,-13.50729488999994
3216,C1CSSC1CCCCC(=O)NCCCC(=O)O,-16.112528689999976
3217,CCCC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,-16.483108509999965
3218,CCCOC1=CC=CC=C1C(=O)N,-11.52873919999996
3219,CC(=O)NCN(C)N=O,-7.49347075999998
3220,CC(=O)NCN(CC1=CC=CC=C1)N=O,-12.512129059999978
3221,CCC(CC)(C(C1=CC=CC=C1)O)C(=O)OCC,-17.091623049999896
3222,CC1=CC2=C(C=C1[N+](=O)[O-])OCCO2,-10.430102280000028
3223,CC(=O)OC(C1=CC=CC=C1)C23C(O2)OCO3,-13.108933049999962
3224,C1C(O1)C(C2=CC3=C(C=C2)OCO3)O,-10.806408169999967
3225,C1=CC2C(C(C1O2)C(=O)O)C(=O)O,-9.49117954999997
3226,C#CC1=CNC(=O)NC1=O,-6.98164104
3227,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN)O,-14.648013399999968
3228,C1=CC(C(C(=C1)C=O)N)O,-8.36489893999996
3229,CC1CC(C(C1O)O)C2=NC(=CS2)C(=O)N,-13.116766579999933
3230,CCCC1=CC=CC=C1OCC(CNC(C)C)O,-18.04775436999995
3231,CC(C)C1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,-16.111138159999996
3232,CC(C)CCCC(C)C(=O)O,-11.72646465999992
3233,COC1=CC2=C(C=C1)NC=C2C3CCNCC3,-15.65172384999994
3234,CC1=C(CC=CC1)C(C)C,-10.85878254999993
3235,C(C(=O)O)N(C(=O)N)N=O,-6.735674520000003
3236,COC1=CC(=C(C=C1)OC)C(CN)O,-12.412489409999978
3237,CCCCOC1=CC=CC=C1C(=O)N,-12.744782319999956
3238,C1=CC=C2C(=C1)C=C(N2)[N+](=O)[O-],-8.745977449999998
3239,CC(C)(C)N=C(NC#N)NC1=CN=CC=C1,-14.112497219999966
3240,CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1,-15.314135079999945
3241,CCC(CC)N=C(NC#N)NC1=CN=CC=C1,-15.35546145999993
3242,CC(C)(C)N=C(NC#N)NC1=CC=CC=N1,-14.130119749999947
3243,C1CCC(C1)N=C(NC#N)NC2=CN=CC=C2,-14.79623946999996
3244,CC(=C)CN=C(NC#N)NC1=CN=CC=C1,-13.555930529999983
3245,CCC(C)(C)N=C(NC#N)NC1=CC=NC=C1,-15.323989989999944
3246,CCC(CC)N=C(NC#N)NC1=CC=NC=C1,-15.364248819999972
3247,CC1=CC=CC=C1NC(C2=CC=CC=C2)C(=O)O,-15.368123079999975
3248,CC1(C2CCC1(C(=O)C2C3SCCS3)C)C,-14.92832729999992
3249,C1CC2=CC=CC=C2C(=O)C1C3SCCS3,-13.305742849999971
3250,COC1=CC=CC=C1N2C(=O)OC(=N2)OC,-12.053611179999962
3251,CC1=C2C(=O)C=C(OC2=C(C=C1)C)C,-11.985342789999947
3252,CNN(C)C,-5.768838199999962
3253,C1=CC2=C(C(=C1)N)C(=N)C=C(C2=O)N,-11.211666899999983
3254,CC(=O)CN(CC(=O)C)N=O,-8.855914879999972
3255,CCOC1CCCO1,-8.024550229999932
3256,CCOCC(OCC)OCC,-11.369580549999938
3257,C1=CC=C2C(=C1)C(=O)C(=O)N2CC(=O)O,-10.768274429999964
3258,CN1CCCCC1CN2C3=CC=CC=C3C4=CC=CC=C42,-19.632372079999925
3259,CC(C)(C)C(=O)N1C=NC=N1,-9.741982769999964
3260,C1=CC(=CC2C1C(=O)C=C(O2)C(=O)O)O,-10.752809650000016
3261,C1=CC(=CC2C1C(=O)C=C(O2)C(=O)O)O,-10.746839840000009
3262,CC1C2CC(C2(C)C)C(C1=O)C3SCCS3,-14.860552189999908
3263,CC1=CC(=C(C(=C1)N)C)C(=O)O,-10.386978799999952
