,idx,smiles,set
1779,14069,C1=CC(=C(C=C1S(=O)(=O)O)S(=O)(=O)O)N,train
1780,320,CCCN(CCN=C(N)N)C(C)C,train
1781,9982,CC(C)C(C)C(C)(C)O,train
1782,1687,C1=CC2=C3C(=C1)C=C4C=CC5=C4C3=C(C=C2)C=C5,train
1783,6554,C1CCC(=O)CC1,train
1784,13783,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O)C(=O)O,train
1785,8818,COC(=O)C(CSSCC(C(=O)OC)N)N,train
1786,9856,CC(CCN(C)C)(C#N)C1=CC=CC=C1,train
1787,6217,C1CCC(CC1)C(=O)O,train
1788,14953,C=CC(C=C)O,train
1789,11720,C1=CC=C2C(=C1)C=CC3=C2C=CC=C3[N+](=O)[O-],train
1790,13044,S,train
1791,3336,CCCCC(CC)CCCC(C)C,train
1792,11163,COC1CC23C(=CCN2CCC4=C3C=C(OC4)O)C=C1,train
1793,10283,C1=CC=C2C(=C1)C3=C(O2)C=CC(=C3)N,train
1794,7707,CC1=CC(=C(C=C1C(=O)O)C(C)C)O,train
1795,3380,CC(=CC(C#C)C1=CC=C(C=C1)O)C,train
1796,2676,COC(=O)C(CCCN=C(N)N[N+](=O)[O-])N,train
1797,4943,C1CCN(C1)C(=S)SN,train
1798,5852,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)[N+](=O)[O-],train
1799,3368,CC12C3=C(C4=CC=CC=C4C=C3)C(O1)(C5=CC=CC=C25)C,train
1800,12191,CC1=CC2=C3C(=CC(C(C3=C1)O)O)C4=CC=CC=C42,train
1801,4853,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)O,train
1802,10344,CC1=NC(=CC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N,train
1803,5775,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,train
1804,5797,CCC(=O)N,train
1805,3038,CN1CC2(CCCC1C2)C3=CC(=CC=C3)O,train
1806,8166,CC(=O)NC(=O)C,train
1807,4919,CC(C)NCC(COC1=CC=CC=C1CC=C)O,train
1808,7822,CCC(C)(C)C(=O)O,train
1809,3601,CCC(CC)(C(=O)N)SCC#C,train
1810,7795,CCC=CCC,train
1811,8896,C=C1CCC1,train
1812,5925,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,train
1813,8234,CNC(=O)N(C)C,train
1814,3180,CCC(C1=CC=CC=C1C(C)C)O,train
1815,7105,CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)CC,train
1816,14193,C1=CC=C2C(=C1)C=COC2=O,train
1817,12209,C1CC2=C3C1=CC=CC3=CC(=C2)C=O,train
1818,15634,C1=CC=C2C(=C1)NC3=CC(=O)C(=CC3=N2)N,train
1819,5244,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,train
1820,4624,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,train
1821,10225,CCC1=NC(=NC=N1)CC,train
1822,12474,CCN1C=C(C2=CC=CC=C21)SCC,train
1823,14579,CC1=CC=C(C=C1)C(=O)N,train
1824,176,C1CCC(CC1)NC(=O)N2CC2,train
1825,11190,CC(C)C(NC(=O)N)NC(=O)N,train
1826,5180,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,train
1827,10074,CCOCN1CCCCC1,train
1828,13957,C1=C(C=C(C=C1N)N)N,train
1829,11367,CC1CC2(C(O2)C)C(=O)OC3CCN4C3C(=CC4)COC(=O)C1(C)O,train
1830,12280,C1CC2C(C3=CC=CC=C3C2NC1)C4=CC(=CC=C4)N,train
1831,14248,CC1(C=CC2=C(O1)C3=CC=CC=C3NC2=O)C,train
1832,5699,C=C,train
1833,12309,CC(CCN)N1CCNCC1,train
1834,4492,C(C(C=O)O)O,train
1835,6114,C1=CC(=C(C=C1O)O)C=O,train
1836,8201,CCCCOC,train
1837,1751,CC(C)C1=NCC(COC2=CC=CC=C21)O,train
1838,6686,CC(=C)C,train
1839,157,CN(CN(C)[N+](=O)[O-])[N+](=O)[O-],train
1840,2614,CN=C(N)NC(=O)N,train
1841,9601,CC(=C)CC(CCN(C)C)(C1=CC=C(C=C1)OC)O,train
1842,1124,CNC1=CC2=C(C=C1)C(=C(C=C2)O)O,train
1843,4029,CC(C)CCC1(C(=O)NC(=O)NC1=O)C(=C)C,train
1844,8762,CC=C1CCCCC1,train
1845,2602,C1CNCC2=C1C=CC(=C2O)O,train
1846,10315,C1C(C1N)C2=CC=CC=C2,train
1847,10976,CCNC(CC(=O)O)C(=O)O,train
1848,4534,C(C=O)C(C(=O)O)N,train
1849,843,CC(CC#CC(C)(C)O)O,train
1850,11689,CSC1=CC=CC2=C1C=CC=C2SC,train
1851,8503,CC1=C2C=CC=CC2=CC3=CC=CC=C13,train
1852,8540,CC(=O)C1CCCCC1,train
1853,1919,CC1=CC(=C(C=C1)C)CC(C)CC(=O)O,train
1854,9165,CC1CCC1=O,train
1855,15591,CC1=C2C=CC3=C(C=CN=C3C2=NC=C1)C,train
1856,12500,CNC(=O)ON=C1CCCC2=C1C=CS2,train
1857,8413,C1CCC2(CC1)C(=O)NC(=O)N2CCO,train
1858,11086,C1=CSC(=C1)C(=O)N,train
1859,11103,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC,train
1860,605,CC(CC1=CC2=C(C=C1)OCO2)NN,train
1861,7847,CN(C)C(=O)N,train
1862,9053,CN(CCC(C#N)C1=CC=CC2=CC=CC=C21)CC3=CC=CC=C3,train
1863,15152,CC1=CC2=C(N1)C=CC(=C2)OC,train
1864,6304,C1CCOC(C1)CO,train
1865,1881,CC1C(C(OC1(C)C)(C)C)O,train
1866,10231,CC(=O)OCCOCCOCCOC,train
1867,3487,CC1=CC(=CC(=N1)C)C(=O)N=[N+]=[N-],train
1868,7722,COCC1=CC=C(O1)[N+](=O)[O-],train
1869,7440,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)O,train
1870,5862,C1=C(C(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O)[N+](=O)[O-],train
1871,11690,COP(=O)(C1=CC=CC=C1)O,train
1872,7442,C1=CC=C(C=C1)C(C#N)O,train
1873,4019,CCC(CC)C1(C(=O)NC(=O)NC1=O)CC(=C)C,train
1874,9214,CCCCC1=CC=CC(=C1)C,train
1875,2572,CCCC1=CSC(=N1)C,train
1876,5141,C(CC=O)CC=O,train
1877,476,C=C(C#N)C(=O)O,train
1878,6711,C1=CC2=C(C=CC(=C2C(=C1)S(=O)(=O)O)N)S(=O)(=O)O,train
1879,4114,CC1=CC=CC=C1C2SCCS2,train
1880,10542,C1=CC=C(C=C1)C=CCN,train
1881,12109,CC(CN1CCCC1)C2(C3=CC=CC=C3C4=CC=CC=C42)O,train
1882,3291,CC1CC2=C(C3=CC=CC=C3N2CN1C)C,train
1883,11852,CC1CC(C(=O)O1)(CC=C)C2=CC=CC=N2,train
1884,6851,C1=CC=C(C(=C1)N)S,train
1885,6279,C1=CC(=NC=C1C(=O)O)C(=O)O,train
1886,174,CCC=CC#N,train
1887,3032,C1CNCCNCCNCCNCCNCCN1,train
1888,3424,COC1=CC=CC2=C1CCCC2C(N)O,train
1889,665,CC1CCC2=C1C=C(C=C2)C,train
1890,12303,CC(C)OC(=O)NCCCOC(=O)N,train
1891,6202,C1=CC(=C(C=C1S(=O)(=O)O)N)O,train
1892,6321,CC(=CC1=CC=CC=C1)C=O,train
1893,9381,C1=CC=C(C=C1)C2=NC(=NC=N2)N,train
1894,1520,CC(CC=C)(CC=C)O,train
1895,8633,C=CCC1C(=O)NC(=O)N(C1=O)C2CCCCC2,train
1896,14892,C1CCC(CC1)P(=O)(C2CCCCC2)O,train
1897,15206,CCC1=C(C=C(C=C1)O)C,train
1898,14276,CCN(CC)C(=O)CC(C)C,train
1899,3473,C=CCOC1=CC=CC=C1C(=O)NCCO,train
1900,13878,C1=CC=C(C=C1)OC(=O)O,train
1901,4629,C1=CC=C(C=C1)C(CN)O,train
1902,3197,CC(=C)CN(CCO)CCO,train
1903,6917,COC(C(C=O)O)C(C(CO)O)O,train
1904,3856,CCSCC1(C(=O)NC(=O)N(C1=O)C)C,train
1905,14519,C1=CC=C2C=C(C=CC2=C1)NO,train
1906,9524,C1CNC1C(=O)O,train
1907,6481,COC=C,train
1908,15347,C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2C#N)C#N,train
1909,12634,CCOC(C1CCCCC1)(C2CCCCC2)C(=O)O,train
1910,9991,C1=CC2=C3C(=C1)C(=O)C4=CC=CC5=C4C3=C(C=C2)C=C5,train
1911,12077,C1CCN(CC(C1)O)N=O,train
1912,9285,CC(C)CC1CCCCC1,train
1913,14913,C1=C(NC(=O)NC1=O)N,train
1914,14521,C1=CC=C(C(=C1)CC#N)CC#N,train
1915,1471,C1CC(CC=C1)CC=O,train
1916,2472,CN(COC)N=O,train
1917,4655,CC1=NC=C(C(=C1O)C=O)CO,train
1918,4658,CC1=NC=C(C(=C1O)CN)COP(=O)(O)O,train
1919,4368,C(CC(=O)O)CN=C(N)N,train
1920,393,CCOP(=O)(N1CC1(C)C)N2CC2(C)C,train
1921,2143,CC1=C(C2=CC=CC=C2N(C1=O)C)OC,train
1922,1578,CCOC1CC(CCO1)C,train
1923,9939,C1=CC=C2C(=C1)C=CC=C2C=C(C#N)C#N,train
1924,5297,C(CCNC=O)CC(C(=O)O)N,train
1925,11447,CSC1=NC2=CC=CC=C2N1,train
1926,15636,C1=CC=C(C=C1)P(=O)(N)N,train
1927,8193,CCSC=C,train
1928,763,CC1(C=CC2=C(O1)C=C(C=C2)OC)C,train
1929,7240,COC1=CC(=C(C=C1C(=O)O)OC)OC,train
1930,10408,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],train
1931,1272,CC(=C)C#N,train
1932,3239,CC(C)(C)N=C(NC#N)NC1=CN=CC=C1,train
1933,6596,CCOC=O,train
1934,9810,CCN(CC)C(=O)C=C,train
1935,11081,CCC(=O)OO[N+](=O)[O-],train
1936,7901,C1=CC2=C(C=CC=N2)C(=C1)[N+](=O)[O-],train
1937,5880,C1=CC2=C(C(=O)C(=O)C3=C2C=CC=N3)N=C1,train
1938,14062,C1=CC=C2C(=C1)NC3=CC=CC=C3O2,train
1939,9788,CN(C)C(=O)OC1=CC=CC2=CC=CC=C21,train
1940,13232,CC(C)C1CCC2(C1C3C2CCC3=C)C,train
1941,4809,CCNCCN(CC)N(N=O)O,train
1942,7153,CC(C)C(C)(C)C,train
1943,5975,C1CCC(=C(C1)C(=O)O)C(=O)O,train
1944,7109,C1=CC=C(C=C1)C2=CC(=O)C=CC2=O,train
1945,14968,C(CCS)CCS,train
1946,7532,CCCCON=O,train
1947,1267,CCOP(=S)(OCC)OCC,train
1948,8148,CCCCC(C)(C)O,train
1949,11888,CCC(CC)N(C1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-])[N+](=O)[O-],train
1950,15731,C1=C(C(=O)NC(=O)N1)S(=O)(=O)N,train
1951,201,COC1=CC2=C(C=C1)OC=C2,train
1952,10843,C=CCN(CC=C)N,train
1953,13433,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)N)S(=O)(=O)O)S(=O)(=O)O,train
1954,9374,CCC1=NC2=CC=CC=C2N1,train
1955,9223,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N,train
1956,10537,C1CCC(CC1)OC=O,train
1957,5396,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,train
1958,15293,CC1=CCS(=O)(=O)C1,train
1959,13833,C1=CC(=C(C=C1S(=O)(=O)O)S(=O)(=O)O)C=O,train
1960,4013,CCC(=CC)C1(C(=O)NC(=O)NC1=O)C,train
1961,2465,COC1=CC2=C(C=C1)NC(=O)C2=O,train
1962,13214,C(=N)=S,train
1963,8187,CCCOC(=O)N,train
1964,6192,C1=CSC(=C1)C=O,train
1965,1785,CC1=CC(=CC(=C1)C=O)C,train
1966,10652,CC1=NC=CC2=CC(=C(C=C12)OC)OC,train
1967,14538,C1=CC(=C(C=C1N)N)N,train
1968,15241,C1=CC=C2C(=C1)C(=CS2)CC(=O)O,train
1969,6071,COC1=C(C=C(C=C1)CO)OC,train
1970,6285,C=CC1=CC=CC=C1,train
1971,12856,COCCC#N,train
1972,9597,CCN(CC)C(=O)CC(=O)C,train
1973,12420,CCCSCC(C)C1(OCC(O1)CO)C,train
1974,10364,CC(=O)N(C)CC#CCN(C)C,train
1975,13943,CC(=O)CC1CCCCC1,train
1976,6171,COC1=C(C=CC(=C1)[N+](=O)[O-])N,train
1977,13219,C(COCO)OCO,train
1978,7842,CCN(C)C,train
1979,10871,C1CNCCC1C(=O)C2=CNC3=CC=CC=C32,train
1980,9558,CCNC1(CCCCC1)C2=CC=CC=C2,train
1981,3894,CC(=C)CC1(C(=O)NC(=O)NC1=O)CC(=C)C,train
1982,2459,CC(=O)C1=CC=C(S1)[N+](=O)[O-],train
1983,12661,C1CCCN(CC1)CC2=CNC3=C2C=C(C=C3)[N+](=O)[O-],train
1984,7977,CCN(C)C1=CC=CC=C1,train
1985,15028,CC1=CC(=O)N(N1)C2=CC=CC=C2,train
1986,7285,C(C(C(CO)O)O)C(C(=O)O)O,train
1987,5260,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,train
1988,1983,CCNC1=NC(=NC(=N1)C2=CC=CC=C2)OC,train
1989,12783,CCC1(C(=O)NC(=O)NC1=O)CCN2CCCCC2,train
1990,9168,COC1=CC=CC(=C1OC)C(=O)O,train
1991,1523,CC1=C(C(=CC=C1)C)S(=O)(=O)O,train
1992,6740,C1=NC2=C(C(=O)N=C(N2)N)NC1=O,train
1993,6033,C1=CC=C(C(=C1)C=O)S(=O)(=O)O,train
1994,11363,C(C(=O)NN)SSCC(=O)NN,train
1995,8834,C1CN1CCO,train
1996,1399,CC(C)COCC(C)O,train
1997,10884,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O,train
1998,1106,CC(C)(CN)C1=CN=CN1,train
1999,12224,C1CCC2=C(C1)C=CC3=C2C=C(O3)[N+](=O)[O-],train
2000,9675,C=CC1CCC1C=C,train
2001,13119,CC1=C(C(CC=C1)(C)C)CCC(C)O,train
2002,7815,CC(=C)C(C)(C)C,train
2003,459,C(C(C(C(C(CN)O)O)O)O)N,train
2004,15298,CCC1=C(C=C(C=C1)N)N,train
2005,11309,CN(C)CCCCC(C#N)C1=CC=CC2=CC=CC=C21,train
2006,12709,CC1=CC2=C(CCCC2)C(=C1C)NC3=NCCO3,train
2007,14708,C1CCC(=CC1)N2CCOCC2,train
2008,3496,C1C(C(=O)C=CC1=O)SCC(=O)O,train
2009,4813,COC1=C(C=CC(=C1)CC(C(=O)O)N)O,train
2010,12518,C(CC(=O)N)CN(C#N)N=O,train
2011,126,C1=CC=C(C=C1)C(CCN)C(=O)O,train
2012,10414,CC(C)OCC1CO1,train
2013,16158,CCCOS(=O)(=O)C,train
2014,6422,CCC(C)OC(=O)C,train
2015,11282,C1C2=CC=CC=C2C3=C1C(=CC=C3)N,train
2016,196,CC1=CC(=NN1CC=C)C,train
2017,5407,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,train
2018,2175,CCOC(C1=CC=CC=C1)C2=NCCCCN2,train
2019,6884,C(NC(=O)NCO)O,train
2020,7005,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2,train
2021,6046,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,train
2022,16219,CCC(=CC(C)(C)CC)C,train
2023,13463,CC1=CN(C(=O)NC1=O)C2CCC(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O,train
2024,406,CCC1=C(C(=O)N(C2=CC=CC=C21)C)C,train
2025,13871,CCN(CCO)C1=CC=C(C=C1)N,train
2026,7583,C(C(=O)NCC(=O)O)N,train
2027,2284,CC1(C2=CC=CC=C2N(C1=O)CC3=CC=CC=C3)CN(C)C,train
2028,4855,COC1=CC2=C(C=C1)NC=C2CCN,train
2029,3795,CC1(CC(P(=O)(O1)N(C)C)(C)O)C,train
2030,9700,CC1=CC2=CC=CC=C2OC1=O,train
2031,5943,C1C(C(C(C(O1)O)O)O)O,train
2032,12544,CN(C)CCC(C1=CNC2=CC=CC=C21)O,train
2033,7885,C1=CC2=C(C=CC=C2[N+](=O)[O-])C(=C1)[N+](=O)[O-],train
2034,6122,CC1=CC2=CC=CC=C2N1,train
2035,6664,C(COCCO)O,train
2036,7982,CC(C)(C)OOC(=O)C1=CC=CC=C1,train
2037,1218,CCOC(OCC)OCC,train
2038,13052,CCCCCC=CC=CC=C,train
2039,7082,CCCCNC1=C2CCCCC2=NC3=CC=CC=C31,train
2040,6617,CCCCOC(=S)S,train
2041,10265,CC(=O)CCCCC=C,train
2042,12980,CC(C)C1=CC=C(C=C1)CC=O,train
2043,3882,CCSCC1(C(=O)NC(=O)NC1=O)CC=C,train
2044,9034,COC1=C(C=CC(=C1)C(C(CO)O)O)O,train
2045,14970,C1=NC(=O)NN1,train
2046,8089,C1=CC=C(C=C1)CN=[N+]=[N-],train
2047,7968,C1=CC=C2C=C(C=CC2=C1)C#N,train
2048,6473,CCCN,train
2049,4134,CCC(C(=O)C)(C(=O)O)O,train
2050,12593,C1CCCC(CC1)NC2NC=CO2,train
2051,7906,CC(C)OC(=O)C1=CC=CC=C1O,train
2052,14547,CCC(CC)S,train
2053,12850,CC(C)(C)CC(C)(C)N,train
2054,3514,C1CCN(CC1)C(CN)C2=CC=CS2,train
2055,9691,CC(C)C1=CC=CC=C1C(=O)O,train
2056,8877,CCC(C)(C)N=C(N)NC#N,train
2057,5095,C1CC2C(C(C1O2)C(=O)O)C(=O)O,train
2058,1304,CC1C(=NC(O1)C)C,train
2059,15434,CC1=NC(=C(C=C1)CN2CC2C#N)OC,train
2060,9304,C(C(C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,train
2061,9357,CCC(=O)N1C2CCC1CN(C2)CC=C,train
2062,5441,CSC(=N)N,train
2063,2261,C1CSC2=C(S1)C(=O)N(C2=O)O,train
2064,6138,CC1=C(C=C(C=C1)N)N,train
2065,14904,CC(=O)NCCNC(=O)C,train
2066,533,CC1(CCC2=C(O1)C(=CC=C2)OC(=O)NC)C,train
2067,12310,CC(C)(CN(C)C)NCCO,train
2068,14327,C1=CC2=C(C=CC(=C2O)N)C(=C1)S(=O)(=O)O,train
2069,14189,CC1=CC(=C(C(=C1C)C)C)O,train
2070,13086,CC(=CCCC(=CCS)C)C,train
2071,11380,CC(=O)NC(C1=CC=CC=C1)NC(=O)C,train
2072,12943,CC(C)(C)OC(=O)N=[N+]=[N-],train
2073,4231,C1(C(=O)NC(=O)N1)NC(=O)N,train
2074,15035,CNC(=O)OC1=CC=CC(=C1)C#N,train
2075,14866,C1CC=C1,train
2076,313,C1=CC=C(C=C1)CC(C2=CC=CC=C2)N,train
2077,12038,CC1=CC=CC2=NC3=C(N12)N=C(C=C3)N,train
2078,11983,C1=CN=C(N=C1NN)NN,train
2079,7683,C1C=CCNC1C2=CN=CC=C2,train
2080,9571,CCSC(=O)N1CCCCCC1,train
2081,13598,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)O,train
2082,8561,CC1=CC=C(C=C1)NC(=O)N2CC2,train
2083,3375,COC1=C(C=C(C(=C1)C(=O)O)C(=O)O)O,train
2084,11886,C1C2=CC=CC=C2C(C3=CC=CC=C3S1)SC(=N)N,train
2085,7542,CN1CC(=CC2C1CC3=CNC4=CC=CC2=C34)CO,train
2086,11685,COC1=CC2=C(C=C1)N=C(N2)[N+](=O)[O-],train
2087,1764,CCC(=C(C)C(=O)O)C(=O)O,train
2088,12244,C1C(OC2=CC=CC=C2O1)CCN,train
2089,14638,CCOCC(C)C,train
2090,9233,C1CCSCC1,train
2091,1271,CCCC1C(O1)(CC)C(=O)N,train
2092,15796,COC(=O)C=CC=C,train
2093,9665,COC(=O)C=CN1CC1,train
2094,15330,CC(=O)OC1=CC=C(C=C1)OC(=O)C,train
2095,4942,C(CP(=O)(O)O)C(C(=O)O)N,train
2096,6062,C1=CC=C2C=C(C(=CC2=C1)C(=O)O)O,train
2097,3050,CC1=C(C(=C(N1)C2=CC=CC=C2)N(C)C)C(=O)C,train
2098,7637,CC1=C(C(=CC=C1)[N+](=O)[O-])N,train
2099,13084,CCNC1=CC=CC=C1C(=O)OCC,train
2100,8949,CC1=CC(=NC=C1)C2=NC=CC(=C2)C,train
2101,12623,CC1=C(C(=CC=C1)C)C2=NCCN2,train
2102,13891,COC(=O)CO,train
2103,2942,CCCC(C)(C=C)O,train
2104,7031,C1C2CC3CC1CC(C2)C3,train
2105,13133,CCOC(=O)C(C)C=C=C,train
2106,13325,C1N2CN3CN(S2(=O)=O)CN1S3(=O)=O,train
2107,5178,CC(C)(CC1=CC=CC=C1)NC,train
2108,3079,CCC1=C(C(=CC(=C1)[N+](=O)[O-])C(=O)O)O,train
2109,13046,COC(=O)C=CC(=O)O,train
2110,11476,CC(C)C1(CNC1)C2=CC=CC=C2,train
2111,7807,C1CCCOCC1,train
2112,14546,CN1CC(=O)NC1=O,train
2113,3701,CCCC(CCC)(CCC)NCCC,train
2114,10280,CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)CN(C)C,train
2115,15672,CC1=C(C=CC(=C1)O)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=C(C=C(C=C4)O)C,train
2116,1468,CC1=NCCC2=C1C(=CC=C2)C3=CC=CC=C3,train
2117,3618,CCCN1C(=O)C(C(=O)NC1=O)(CC)CC,train
2118,1826,CC1=CC(=C(C=C1)C)N=C(N)N=C(N)N,train
2119,4346,CC(C(=O)C1=NC2C(NC1)N=C(NC2=O)N)O,train
2120,10499,C(CCO)CC=O,train
2121,8728,CNC(=O)OC1=CC=CC=C1C#N,train
2122,9377,CC(C(C1=CC=CC=C1)O)N(C)N,train
2123,12165,CN(C)CC1C2=CC=CC=C2CSC3=CC=CC=C13,train
2124,12307,C(C(C(=O)OS(=O)(=O)O)N)S,train
2125,14632,CCCCCCC(=O)OC(=O)CCCCCC,train
2126,4938,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4=O)C,train
2127,206,C1COC2C(O1)OCCO2,train
2128,13999,CCNC1=C(C=C(C=C1)S(=O)(=O)O)C(=O)O,train
2129,1021,CCNNC(=O)C,train
2130,9541,COC1=CC=CC=CC1=O,train
2131,12702,CC1CSC(S1)(C)C(C)C,train
2132,872,C1=CC=C(C=C1)CN2C(=O)NC3=CC=CC=C3C(=O)N2,train
2133,12803,C(NCO)O,train
2134,3598,CCC(CC)(C(=O)N)SCC=C,train
2135,15661,CC1=C(N=C(N=C1N)N)C(=O)O,train
2136,4012,CCCC=CC1(C(=O)NC(=O)NC1=O)CC,train
2137,2818,COC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C(=O)NNS(=O)(=O)C2=CC=CC=C2,train
2138,14469,C1=CC2=C(C=CN=C2)C(=C1)[N+](=O)[O-],train
2139,14033,CCNCCN(C)C,train
2140,9952,C1CCN(CC1)CC#N,train
2141,1879,CC1(CC(C(O1)(C)C)O)C,train
2142,12210,CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2,train
2143,5664,CCSCCC(C(=O)O)N,train
2144,4069,CN1CC2CCC(C1)N2C(=O)OC,train
2145,14605,C1=CC=C(C=C1)OC(=O)N,train
2146,1595,CC1=CC2=C(C=C1NC)OC(=O)C=C2C,train
2147,5933,C1=CC=C(C(=C1)C(=O)OCCO)O,train
2148,16059,COC1=CC2=C(CCCC2)C=C1,train
2149,2077,C1=CC(=CC(=C1)N)C2=CC(=CC=C2)[N+](=O)[O-],train
2150,11948,C1=CC=C(C=C1)C(CCS)(C2=CC=CC=C2)C(=O)O,train
2151,1969,CCOC(=O)C1=NC(=NC(=N1)N)C(=O)OCC,train
2152,10132,C1C2CC3CC1CC(C2)(C3)NC=O,train
2153,6155,COC(=O)C=C,train
2154,12037,CC1=CN2C(=NC3=C2N=C(C=C3)N)C=C1,train
2155,13150,CC1=C(C=C(C=C1)CC2=CC=C(C=C2)N=C=O)N=C=O,train
2156,7356,CC(C)C12CCC(C=C1)(OO2)C,train
2157,13804,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,train
2158,10743,CCCCC(C)C=C,train
2159,6166,CC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-],train
2160,7449,CN1CN(C(=S)SC1)C,train
2161,9255,C1CCS(=O)(=O)OC1,train
2162,5590,C(CN)CNCCCN,train
2163,14537,CNC(=O)C(=O)NC,train
2164,15829,CN(CCC#N)CCC#N,train
2165,10947,CCOC(=O)CC1CCCCC1,train
2166,9602,CNCC1COC2=CC=CC=C2O1,train
2167,1494,CC(C)OC1=NC(=NC(=N1)N)N,train
2168,13837,CC1=CC(=C(C=C1)S(=O)(=O)O)N,train
2169,7577,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC,train
2170,7757,CCCC(C)(C)C,train
2171,8584,CCS(=O)(=O)C1=CC=C(C2=CC=CC=C21)S(=O)(=O)N,train
2172,6632,CCCOC=O,train
2173,11540,CCCCC1C(=O)N(C(=O)N(C1=O)C)C,train
2174,13152,CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,train
2175,6982,C1C=CC2=CC=CC3=C2C1=CC=C3,train
2176,9854,CCCOCCO,train
2177,12954,CC(C)SCC1=CC=CO1,train
2178,13414,C1CC(=O)NC2=CC=CC=C21,train
2179,13796,C1=CC=C2C(=C1)C(=CC3=C2N=NO3)S(=O)(=O)O,train
2180,6821,CCCC(=O)OC1=C(C(=O)OC1=O)OC(=O)CCC,train
2181,2402,C=C(C(=O)O)O,train
2182,7466,COC1=CC=CC(=C1)N,train
2183,7823,CCC(C)(C(C)C)O,train
2184,7448,C1=CC(=C(C=C1O)O)O,train
2185,11226,C1=CC=C(C(=O)C=C1)N,train
2186,15756,CC1=C2C(C3C(CC1)C(=C)C(=O)O3)C(=CC2=O)C,train
2187,4125,CCN1C=NC2=C(N=CN=C21)N,train
2188,7619,CCC(C)C(=O)C,train
2189,14675,C1=CC(=CC=C1C(=O)O)S(=O)(=O)O,train
2190,1669,C1CC=CCCC=CCC=CC1,train
2191,11656,OP(=O)(O)P(=O)(O)O,train
2192,7400,C1=CC=C2C(=C1)C(=CN2)CCO,train
2193,7364,CC1C(=CC=CC1(C)C)C,train
2194,2397,C1CON2C1=NC3=CC=CC=C3C2=O,train
2195,7050,C1=CN=CC=N1,train
2196,11668,CC(C)CCOS(=O)(=O)O,train
2197,12770,CCC(CN(CC(CC)O)N=O)O,train
2198,13988,C=CCNC(=O)C1=CC=CC=C1O,train
2199,8462,C(=CC#N)C#N,train
2200,7084,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,train
2201,4284,CSCC(C(C(=O)COP(=O)(O)O)O)O,train
2202,10081,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)CC2=CC=CC=C2,train
2203,7657,CC(C)(C)C1=CC(=C(C=C1)O)C2=CC=CC=C2,train
2204,8171,CCC(C)NC(C)CC,train
2205,3725,CC1(OC2=CC=CC=C2O1)CCN(C)C,train
2206,1094,CN1CC2=C(CO1)C=C(C=C2)[N+](=O)[O-],train
2207,12503,CNC(=O)OCC(COC1=CC=CC=C1OC)O,train
2208,2002,CC(=O)CCSC(=S)N(C)C,train
2209,2438,CC(C(C1=CC=CC=C1)O)N(C)C(=O)C(=C)C,train
2210,8671,CCCC=CCO,train
2211,1091,CCCN1COC2=CC=CC=C2C1=O,train
2212,15705,CC(C(=O)O)P(=O)(O)O,train
